"curie_id","label","mapped_curie","mapped_label","mapping_source_prefix","mapping_target_prefix","distance"
"DOID:13767","clonorchiasis","ICD9CM:121.1","Clonorchiasis","BAO,DOID","ICD9CM","1"
"DOID:9095","esophagus carcinoma in situ","ICD9CM:230.1","Carcinoma in situ of esophagus","DOID","ICD9CM","1"
"DOID:9505","cannabis abuse","ICD9CM:305.2","","MFOMD,BAO,DOID","ICD9CM","1"
"DOID:8445","intestinal volvulus","ICD9CM:560.2","Volvulus","BAO,DOID","ICD9CM","1"
"DOID:8463","corneal ulcer","ICD9CM:370.0","","BAO,DOID","ICD9CM","1"
"DOID:8463","corneal ulcer","ICD9CM:370.00","Corneal ulcer, unspecified","BAO,DOID","ICD9CM","1"
"DOID:13543","hyperparathyroidism","ICD9CM:252.0","","BAO","ICD9CM","1"
"DOID:13543","hyperparathyroidism","ICD9CM:252.00","Hyperparathyroidism, unspecified","BAO","ICD9CM","1"
"DOID:6000","congestive heart failure","ICD9CM:428.9","Heart failure, unspecified","DOID,BAO,ONTONEO","ICD9CM","1"
"DOID:6000","congestive heart failure","ICD9CM:428","","DOID,BAO,ONTONEO","ICD9CM","1"
"DOID:6000","congestive heart failure","ICD9CM:428.0","Congestive heart failure, unspecified","DOID,BAO,ONTONEO","ICD9CM","1"
"DOID:10921","Siberian tick typhus","ICD9CM:082.2","North Asian tick fever","DOID","ICD9CM","1"
"DOID:10923","sickle cell anemia","ICD9CM:282.63","Sickle-cell/Hb-C disease without crisis","BAO,DOID","ICD9CM","1"
"DOID:10923","sickle cell anemia","ICD9CM:282.60","Sickle-cell disease, unspecified","BAO,DOID","ICD9CM","1"
"DOID:10923","sickle cell anemia","ICD9CM:282.6","","BAO,DOID","ICD9CM","1"
"DOID:2747","glycogen storage disease","ICD9CM:271.0","Glycogenosis","BAO","ICD9CM","1"
"DOID:10607","tropical sprue","ICD9CM:579.1","Tropical sprue","BAO,DOID","ICD9CM","1"
"DOID:10963","cholesteatoma of attic","ICD9CM:385.31","Cholesteatoma of attic","DOID","ICD9CM","1"
"DOID:1271","capillary disease","ICD9CM:448","","BAO,DOID","ICD9CM","1"
"DOID:2347","generalized atherosclerosis","ICD9CM:440.9","Generalized and unspecified atherosclerosis","DOID","ICD9CM","1"
"DOID:251","alcohol-induced mental disorder","ICD9CM:291.8","","MFOMD,BAO","ICD9CM","1"
"DOID:251","alcohol-induced mental disorder","ICD9CM:291.89","Other alcohol-induced mental disorders","MFOMD,BAO","ICD9CM","1"
"DOID:1399","primary lacrimal atrophy","ICD9CM:375.13","Primary lacrimal atrophy","DOID","ICD9CM","1"
"DOID:6199","cornea cancer","ICD9CM:190.4","Malignant neoplasm of cornea","BAO,DOID","ICD9CM","1"
"DOID:1383","sweat gland disease","ICD9CM:705","","BAO,DOID","ICD9CM","1"
"DOID:1383","sweat gland disease","ICD9CM:705.9","Unspecified disorder of sweat glands","BAO,DOID","ICD9CM","1"
"DOID:8651","Hodgkin's granuloma","ICD9CM:201.1","","DOID","ICD9CM","1"
"DOID:8651","Hodgkin's granuloma","ICD9CM:201.2","","DOID","ICD9CM","1"
"DOID:8651","Hodgkin's granuloma","ICD9CM:201","","DOID","ICD9CM","1"
"DOID:8651","Hodgkin's granuloma","ICD9CM:201.7","","DOID","ICD9CM","1"
"DOID:8651","Hodgkin's granuloma","ICD9CM:201.6","","DOID","ICD9CM","1"
"DOID:8651","Hodgkin's granuloma","ICD9CM:201.0","","DOID","ICD9CM","1"
"DOID:8651","Hodgkin's granuloma","ICD9CM:201.4","","DOID","ICD9CM","1"
"DOID:8651","Hodgkin's granuloma","ICD9CM:201.9","","DOID","ICD9CM","1"
"DOID:12375","bronchopneumonia","ICD9CM:485","Bronchopneumonia, organism unspecified","BAO,DOID","ICD9CM","1"
"DOID:7427","anthrax disease","ICD9CM:022","","BAO,DOID","ICD9CM","1"
"DOID:7427","anthrax disease","ICD9CM:022.9","Anthrax, unspecified","BAO,DOID","ICD9CM","1"
"DOID:13575","non-renal secondary hyperparathyroidism","ICD9CM:252.02","Secondary hyperparathyroidism, non-renal","DOID","ICD9CM","1"
"DOID:9840","esotropia","ICD9CM:378.0","","BAO,DOID","ICD9CM","1"
"DOID:9840","esotropia","ICD9CM:378.00","Esotropia, unspecified","BAO,DOID","ICD9CM","1"
"DOID:12385","shigellosis","ICD9CM:004.2","Shigella boydii","BAO,DOID","ICD9CM","1"
"DOID:12385","shigellosis","ICD9CM:004.3","Shigella sonnei","BAO","ICD9CM","1"
"DOID:12385","shigellosis","ICD9CM:004.1","Shigella flexneri","BAO,DOID","ICD9CM","1"
"DOID:12385","shigellosis","ICD9CM:004.9","Shigellosis, unspecified","BAO,DOID","ICD9CM","1"
"DOID:12385","shigellosis","ICD9CM:004.0","Shigella dysenteriae","BAO,DOID","ICD9CM","1"
"DOID:12385","shigellosis","ICD9CM:004","","BAO,DOID","ICD9CM","1"
"DOID:12661","tooth ankylosis","ICD9CM:521.6","Ankylosis of teeth","DOID","ICD9CM","1"
"DOID:10159","osteonecrosis","ICD9CM:733.43","Aseptic necrosis of medial femoral condyle","DOID,BAO","ICD9CM","1"
"DOID:10159","osteonecrosis","ICD9CM:733.41","Aseptic necrosis of head of humerus","DOID,BAO","ICD9CM","1"
"DOID:10159","osteonecrosis","ICD9CM:733.49","Aseptic necrosis of bone, other","BAO","ICD9CM","1"
"DOID:10159","osteonecrosis","ICD9CM:732.3","Juvenile osteochondrosis of upper extremity","DOID,BAO","ICD9CM","1"
"DOID:10159","osteonecrosis","ICD9CM:733.42","Aseptic necrosis of head and neck of femur","DOID,BAO","ICD9CM","1"
"DOID:10159","osteonecrosis","ICD9CM:733.44","Aseptic necrosis of talus","DOID,BAO","ICD9CM","1"
"DOID:10782","mesenteric lymphadenitis","ICD9CM:289.2","Nonspecific mesenteric lymphadenitis","DOID","ICD9CM","1"
"DOID:11101","trench fever","ICD9CM:083.1","Trench fever","BAO,DOID","ICD9CM","1"
"DOID:14159","obstructive hydrocephalus","ICD9CM:331.4","Obstructive hydrocephalus","DOID","ICD9CM","1"
"DOID:8681","paraneoplastic polyneuropathy","ICD9CM:357.3","Polyneuropathy in malignant disease","DOID","ICD9CM","1"
"DOID:11975","coloboma of optic nerve","ICD9CM:377.23","Coloboma of optic disc","DOID","ICD9CM","1"
"DOID:0050430","multiple endocrine neoplasia type 2A","ICD9CM:258.02","Multiple endocrine neoplasia [MEN] type IIA","BAO,DOID","ICD9CM","1"
"DOID:3204","neurilemmomatosis","ICD9CM:237.73","Schwannomatosis","DOID","ICD9CM","1"
"DOID:11920","tracheal cancer","ICD9CM:162.0","Malignant neoplasm of trachea","BAO,DOID","ICD9CM","1"
"DOID:2517","intracranial structure hemangioma","ICD9CM:228.02","Hemangioma of intracranial structures","BAO,DOID","ICD9CM","1"
"DOID:1094","attention deficit hyperactivity disorder","ICD9CM:314.8","Other specified manifestations of hyperkinetic syndrome","BAO","ICD9CM","1"
"DOID:1094","attention deficit hyperactivity disorder","ICD9CM:314.00","Attention deficit disorder without mention of hyperactivity","MFOMD","ICD9CM","1"
"DOID:10460","nasopharyngitis","ICD9CM:472.2","Chronic nasopharyngitis","BAO,DOID","ICD9CM","1"
"DOID:2450","central retinal vein occlusion","ICD9CM:362.35","Central retinal vein occlusion","BAO,DOID","ICD9CM","1"
"DOID:13687","chronic duodenal ileus","ICD9CM:537.2","Chronic duodenal ileus","DOID","ICD9CM","1"
"DOID:9210","geniculate herpes zoster","ICD9CM:053.11","Geniculate herpes zoster","BAO","ICD9CM","1"
"DOID:4606","bile duct cancer","ICD9CM:156.1","Malignant neoplasm of extrahepatic bile ducts","OHMI,BAO,DOID,CLO","ICD9CM","1"
"DOID:5502","lice infestation","ICD9CM:132.9","Pediculosis, unspecified","BAO,DOID","ICD9CM","1"
"DOID:13655","acquired tear duct stenosis","ICD9CM:375.56","Stenosis of nasolacrimal duct, acquired","DOID","ICD9CM","1"
"DOID:1022","pinta disease","ICD9CM:103.9","Pinta, unspecified","DOID","ICD9CM","1"
"DOID:1022","pinta disease","ICD9CM:103.1","Intermediate lesions of pinta","DOID","ICD9CM","1"
"DOID:1022","pinta disease","ICD9CM:103.0","Primary lesions of pinta","DOID","ICD9CM","1"
"DOID:1022","pinta disease","ICD9CM:103.3","Mixed lesions of pinta","DOID","ICD9CM","1"
"DOID:1022","pinta disease","ICD9CM:103.2","Late lesions of pinta","DOID","ICD9CM","1"
"DOID:1022","pinta disease","ICD9CM:103","","DOID","ICD9CM","1"
"DOID:0050158","desquamative interstitial pneumonia","ICD9CM:516.34","Respiratory bronchiolitis interstitial lung disease","DOID","ICD9CM","1"
"DOID:0050158","desquamative interstitial pneumonia","ICD9CM:516.37","Desquamative interstitial pneumonia","DOID","ICD9CM","1"
"DOID:37","skin disease","ICD9CM:702","","BAO,DOID","ICD9CM","1"
"DOID:874","bacterial pneumonia","ICD9CM:482.9","Bacterial pneumonia, unspecified","BAO,DOID","ICD9CM","1"
"DOID:10371","yaws","ICD9CM:102.9","Yaws, unspecified","BAO,DOID","ICD9CM","1"
"DOID:10371","yaws","ICD9CM:102","","BAO,DOID","ICD9CM","1"
"DOID:61","mitral valve disease","ICD9CM:394","","BAO,ONTONEO,DOID","ICD9CM","1"
"DOID:61","mitral valve disease","ICD9CM:424.0","Mitral valve disorders","BAO,ONTONEO,DOID","ICD9CM","1"
"DOID:61","mitral valve disease","ICD9CM:394.1","Rheumatic mitral insufficiency","BAO,ONTONEO,DOID","ICD9CM","1"
"DOID:4677","keratitis","ICD9CM:370","","BAO,DOID","ICD9CM","1"
"DOID:4677","keratitis","ICD9CM:370.9","Unspecified keratitis","BAO,DOID","ICD9CM","1"
"DOID:7551","gonorrhea","ICD9CM:098.89","Gonococcal infection of other specified sites","EFO","ICD9CM","1"
"DOID:7551","gonorrhea","ICD9CM:098.2","Gonococcal infection, chronic, of lower genitourinary tract","BAO,EFO","ICD9CM","1"
"DOID:7551","gonorrhea","ICD9CM:098.32","Gonococcal prostatitis, chronic","BAO,EFO","ICD9CM","1"
"DOID:7551","gonorrhea","ICD9CM:098","","EFO,DOID,BAO","ICD9CM","1"
"DOID:11265","trachoma","ICD9CM:076.1","Trachoma, active stage","BAO,DOID","ICD9CM","1"
"DOID:11265","trachoma","ICD9CM:076","","BAO,DOID","ICD9CM","1"
"DOID:11265","trachoma","ICD9CM:076.0","Trachoma, initial stage","BAO,DOID","ICD9CM","1"
"DOID:11265","trachoma","ICD9CM:076.9","Trachoma, unspecified","BAO,DOID","ICD9CM","1"
"DOID:10937","impulse control disorder","ICD9CM:312.30","Impulse control disorder, unspecified","MFOMD,BAO,DOID","ICD9CM","1"
"DOID:12120","pulmonary alveolar proteinosis","ICD9CM:516.0","Pulmonary alveolar proteinosis","BAO","ICD9CM","1"
"DOID:10354","breast fibrocystic disease","ICD9CM:610.1","Diffuse cystic mastopathy","CLO,DOID","ICD9CM","1"
"DOID:4971","myelofibrosis","ICD9CM:238.76","Myelofibrosis with myeloid metaplasia","BAO,DOID","ICD9CM","1"
"DOID:4971","myelofibrosis","ICD9CM:289.83","Myelofibrosis","BAO,DOID","ICD9CM","1"
"DOID:13444","glanders","ICD9CM:024","Glanders","BAO","ICD9CM","1"
"DOID:9120","amyloidosis","ICD9CM:277.3","","BAO,DOID","ICD9CM","1"
"DOID:9120","amyloidosis","ICD9CM:277.30","Amyloidosis, unspecified","BAO,DOID","ICD9CM","1"
"DOID:11984","hypertrophic cardiomyopathy","ICD9CM:425.1","","BAO,DOID","ICD9CM","1"
"DOID:11984","hypertrophic cardiomyopathy","ICD9CM:425.11","Hypertrophic obstructive cardiomyopathy","BAO,DOID","ICD9CM","1"
"DOID:12043","kernicterus due to isoimmunization","ICD9CM:773.4","Kernicterus of fetus or newborn due to isoimmunization","ONTONEO","ICD9CM","1"
"DOID:9849","Meniere's disease","ICD9CM:386.0","","BAO,DOID","ICD9CM","1"
"DOID:9849","Meniere's disease","ICD9CM:386.00","","BAO,DOID","ICD9CM","1"
"DOID:8619","recurrent hypersomnia","ICD9CM:327.13","Recurrent hypersomnia","MFOMD,BAO,DOID","ICD9CM","1"
"DOID:727","premenstrual tension","ICD9CM:625.4","Premenstrual tension syndromes","ONTONEO,DOID","ICD9CM","1"
"DOID:14165","bilateral hyperactive labyrinth","ICD9CM:386.52","Hyperactive labyrinth, bilateral","DOID","ICD9CM","1"
"DOID:13222","submucous uterine fibroid","ICD9CM:218.0","Submucous leiomyoma of uterus","DOID","ICD9CM","1"
"DOID:2237","hepatitis","ICD9CM:571.4","","BAO,ONTONEO,DOID","ICD9CM","1"
"DOID:2237","hepatitis","ICD9CM:570","Acute and subacute necrosis of liver","BAO,ONTONEO,DOID","ICD9CM","1"
"DOID:2237","hepatitis","ICD9CM:571.41","Chronic persistent hepatitis","DOID,BAO,ONTONEO","ICD9CM","1"
"DOID:2237","hepatitis","ICD9CM:571.40","Chronic hepatitis, unspecified","DOID,BAO,ONTONEO","ICD9CM","1"
"DOID:9261","nasopharynx carcinoma","ICD9CM:147.3","Malignant neoplasm of anterior wall of nasopharynx","DOID,BAO","ICD9CM","1"
"DOID:9261","nasopharynx carcinoma","ICD9CM:147.2","Malignant neoplasm of lateral wall of nasopharynx","DOID,BAO","ICD9CM","1"
"DOID:9261","nasopharynx carcinoma","ICD9CM:147.9","Malignant neoplasm of nasopharynx, unspecified site","DOID,BAO","ICD9CM","1"
"DOID:9261","nasopharynx carcinoma","ICD9CM:147.0","Malignant neoplasm of superior wall of nasopharynx","DOID,BAO","ICD9CM","1"
"DOID:9261","nasopharynx carcinoma","ICD9CM:147","","BAO,DOID","ICD9CM","1"
"DOID:9261","nasopharynx carcinoma","ICD9CM:147.1","Malignant neoplasm of posterior wall of nasopharynx","DOID,BAO","ICD9CM","1"
"DOID:813","septic arthritis","ICD9CM:711.94","Unspecified infective arthritis, hand","DOID,BAO","ICD9CM","1"
"DOID:813","septic arthritis","ICD9CM:711.9","","BAO,DOID","ICD9CM","1"
"DOID:813","septic arthritis","ICD9CM:711.97","Unspecified infective arthritis, ankle and foot","BAO,DOID","ICD9CM","1"
"DOID:813","septic arthritis","ICD9CM:711.96","Unspecified infective arthritis, lower leg","BAO,DOID","ICD9CM","1"
"DOID:813","septic arthritis","ICD9CM:711.95","Unspecified infective arthritis, pelvic region and thigh","BAO,DOID","ICD9CM","1"
"DOID:813","septic arthritis","ICD9CM:711.0","","DOID,BAO","ICD9CM","1"
"DOID:813","septic arthritis","ICD9CM:711.93","Unspecified infective arthritis, forearm","DOID,BAO","ICD9CM","1"
"DOID:813","septic arthritis","ICD9CM:711.92","Unspecified infective arthritis, upper arm","BAO,DOID","ICD9CM","1"
"DOID:813","septic arthritis","ICD9CM:711.90","Unspecified infective arthritis, site unspecified","BAO,DOID","ICD9CM","1"
"DOID:813","septic arthritis","ICD9CM:711.91","Unspecified infective arthritis, shoulder region","BAO,DOID","ICD9CM","1"
"DOID:8743","erythema infectiosum","ICD9CM:057.0","Erythema infectiosum (fifth disease)","BAO,DOID","ICD9CM","1"
"DOID:11603","infant gynecomastia","ICD9CM:778.7","Breast engorgement in newborn","DOID","ICD9CM","1"
"DOID:1436","corneal ectasia","ICD9CM:371.71","Corneal ectasia","BAO","ICD9CM","1"
"DOID:615","leukopenia","ICD9CM:288.50","Leukocytopenia, unspecified","BAO","ICD9CM","1"
"DOID:14099","acquired gastric outlet stenosis","ICD9CM:537.0","Acquired hypertrophic pyloric stenosis","DOID","ICD9CM","1"
"DOID:529","blepharospasm","ICD9CM:333.81","Blepharospasm","BAO","ICD9CM","1"
"DOID:11801","protein-energy malnutrition","ICD9CM:263.9","Unspecified protein-calorie malnutrition","BAO,DOID","ICD9CM","1"
"DOID:8482","transient retinal arterial occlusion","ICD9CM:362.34","Transient retinal arterial occlusion","DOID","ICD9CM","1"
"DOID:13413","hepatic encephalopathy","ICD9CM:572.2","Hepatic encephalopathy","BAO","ICD9CM","1"
"DOID:8986","narcolepsy","ICD9CM:347.0","","MFOMD,DOID","ICD9CM","1"
"DOID:10934","multiple personality disorder","ICD9CM:300.14","Dissociative identity disorder","MFOMD,BAO,DOID","ICD9CM","1"
"DOID:0060186","chemical colitis","ICD9CM:558.9","Other and unspecified noninfectious gastroenteritis and colitis","DOID","ICD9CM","1"
"DOID:0060186","chemical colitis","ICD9CM:558","","DOID","ICD9CM","1"
"DOID:10627","primary optic atrophy","ICD9CM:377.11","Primary optic atrophy","DOID","ICD9CM","1"
"DOID:1234","gender identity disorder","ICD9CM:302.85","Gender identity disorder in adolescents or adults","BAO","ICD9CM","1"
"DOID:1234","gender identity disorder","ICD9CM:302.89","Other specified psychosexual disorders","MFOMD,BAO","ICD9CM","1"
"DOID:1234","gender identity disorder","ICD9CM:302.6","Gender identity disorder in children","BAO,DOID","ICD9CM","1"
"DOID:1234","gender identity disorder","ICD9CM:302.8","","MFOMD,BAO","ICD9CM","1"
"DOID:1247","blood coagulation disease","ICD9CM:286","","BAO,DOID","ICD9CM","1"
"DOID:2529","splenic disease","ICD9CM:289.50","Disease of spleen, unspecified","BAO,DOID","ICD9CM","1"
"DOID:12904","mucocele of salivary gland","ICD9CM:527.6","Mucocele of salivary gland","BAO,DOID","ICD9CM","1"
"DOID:2568","cervicitis","ICD9CM:616.0","Cervicitis and endocervicitis","BAO,DOID","ICD9CM","1"
"DOID:13662","ulcer of anus and rectum","ICD9CM:569.41","Ulcer of anus and rectum","DOID","ICD9CM","1"
"DOID:10779","septic myocarditis","ICD9CM:422.92","Septic myocarditis","DOID","ICD9CM","1"
"DOID:11781","regular astigmatism","ICD9CM:367.21","Regular astigmatism","BAO,DOID","ICD9CM","1"
"DOID:12384","dysentery","ICD9CM:009.2","Infectious diarrhea","BAO,DOID","ICD9CM","1"
"DOID:10081","syphilitic encephalitis","ICD9CM:094.81","Syphilitic encephalitis","DOID","ICD9CM","1"
"DOID:0050214","Lambert-Eaton myasthenic syndrome","ICD9CM:358.3","","BAO","ICD9CM","1"
"DOID:1712","aortic valve stenosis","ICD9CM:746.3","Congenital stenosis of aortic valve","ONTONEO,BAO","ICD9CM","1"
"DOID:1712","aortic valve stenosis","ICD9CM:395.0","Rheumatic aortic stenosis","ONTONEO,BAO","ICD9CM","1"
"DOID:13832","patent ductus arteriosus","ICD9CM:747.0","Patent ductus arteriosus","BAO,DOID","ICD9CM","1"
"DOID:5032","pineal gland cancer","ICD9CM:194.4","Malignant neoplasm of pineal gland","BAO,DOID","ICD9CM","1"
"DOID:11184","acute conjunctivitis","ICD9CM:372.03","Other mucopurulent conjunctivitis","BAO,DOID","ICD9CM","1"
"DOID:11086","chorioretinal scar","ICD9CM:363.3","","BAO,DOID","ICD9CM","1"
"DOID:11086","chorioretinal scar","ICD9CM:363.30","Chorioretinal scar, unspecified","BAO,DOID","ICD9CM","1"
"DOID:14365","systemic primary carnitine deficiency disease","ICD9CM:277.82","Carnitine deficiency due to inborn errors of metabolism","BAO","ICD9CM","1"
"DOID:14365","systemic primary carnitine deficiency disease","ICD9CM:277.81","Primary carnitine deficiency","BAO,DOID","ICD9CM","1"
